Series_Title,Released_Year,Genre,IMDB_Rating,Overview,No_of_Votes,Gross,Movie_Success,Average IMBD Rating by Gener,Unnamed: 9,sentiment_score,sentiment
Moneyball,2011,"Biography, Drama, Sport",7.6,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,369529,75605492.0,Average,,,0.5859,Positive
La piel que habito,2011,"Drama, Horror, Thriller",7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",138959,3185812.0,Average,,,-0.7178,Negative
Zombieland,2009,"Adventure, Comedy, Fantasy",7.6,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",520041,75590286.0,Average,,,0.3182,Positive
Sherlock Holmes,2009,"Action, Adventure, Mystery",7.6,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,583158,209028679.0,Hit,,,-0.5574,Negative
The Blind Side,2009,"Biography, Drama, Sport",7.6,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",293266,255959475.0,Hit,,,0.4939,Positive
The Visitor,2007,Drama,7.6,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,41544,9422422.0,Average,,,0.0,Neutral
Seven Pounds,2008,Drama,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,286770,69951824.0,Average,,,0.0,Neutral
Eastern Promises,2007,"Action, Crime, Drama",7.6,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,227760,17114882.0,Average,,,-0.8625,Negative
Stardust,2007,"Adventure, Family, Fantasy",7.6,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",255036,38634938.0,Average,,,0.4767,Positive
The Secret of Kells,2009,"Animation, Adventure, Family",7.6,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",31779,686383.0,Average,,,0.8555,Positive
Inside Man,2006,"Crime, Drama, Mystery",7.6,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",339757,88513495.0,Average,,,0.0516,Positive
Gone Baby Gone,2007,"Crime, Drama, Mystery",7.6,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",250590,20300218.0,Average,,,-0.6249,Negative
La Vie En Rose,2007,"Biography, Drama, Music",7.6,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",82781,10301706.0,Average,,,-0.8125,Negative
Huo Yuan Jia,2006,"Action, Biography, Drama",7.6,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",72863,24633730.0,Average,,,0.0,Neutral
The Illusionist,2006,"Drama, Fantasy, Mystery",7.6,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",354728,39868642.0,Average,,,0.8225,Positive
Dead Man's Shoes,2004,"Crime, Drama, Thriller",7.6,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,49728,6013.0,Average,,,-0.5267,Negative
Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Family",7.6,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",474827,301959197.0,Hit,,,0.0,Neutral
300,2006,"Action, Drama",7.6,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,732876,210614939.0,Hit,,,-0.3818,Negative
Match Point,2005,"Drama, Romance, Thriller",7.6,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",206294,23089926.0,Average,,,0.4939,Positive
Watchmen,2009,"Action, Drama, Mystery",7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",500799,107509799.0,Hit,,,-0.4588,Negative
Lord of War,2005,"Action, Crime, Drama",7.6,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,294140,24149632.0,Average,,,-0.2263,Negative
Saw,2004,"Horror, Mystery, Thriller",7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",379020,56000369.0,Average,,,-0.8555,Negative
"Synecdoche, New York",2008,Drama,7.6,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",83158,3081925.0,Average,,,0.25,Positive
Mysterious Skin,2004,Drama,7.6,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",65939,697181.0,Average,,,-0.7096,Negative
Jeux d'enfants,2003,"Comedy, Drama, Romance",7.6,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",67360,548707.0,Average,,,0.8074,Positive
Un long dimanche de fiançailles,2004,"Drama, Mystery, Romance",7.6,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",70925,6167817.0,Average,,,-0.6808,Negative
The Station Agent,2003,"Comedy, Drama",7.6,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",67370,5739376.0,Average,,,0.2263,Positive
21 Grams,2003,"Crime, Drama, Thriller",7.6,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",224545,16290476.0,Average,,,-0.9022,Negative
Boksuneun naui geot,2002,"Crime, Drama, Thriller",7.6,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",62659,45289.0,Average,,,0.34,Positive
Finding Neverland,2004,"Biography, Drama, Family",7.6,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,198677,51680613.0,Average,,,0.802,Positive
25th Hour,2002,Drama,7.6,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",169708,13060843.0,Average,,,-0.2732,Negative
The Butterfly Effect,2004,"Drama, Sci-Fi, Thriller",7.6,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",451479,57938693.0,Average,,,-0.5574,Negative
28 Days Later...,2002,"Drama, Horror, Sci-Fi",7.6,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",376853,45064915.0,Average,,,0.0,Neutral
The Royal Tenenbaums,2001,"Comedy, Drama",7.6,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,266842,52364010.0,Average,,,-0.1027,Negative
Y tu mamá también,2001,Drama,7.6,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",115827,13622333.0,Average,,,0.7003,Positive
Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",7.6,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",658185,317575550.0,Hit,,,-0.802,Negative
The Others,2001,"Horror, Mystery, Thriller",7.6,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,337651,96522687.0,Average,,,-0.1027,Negative
Blow,2001,"Biography, Crime, Drama",7.6,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",240714,52990775.0,Average,,,0.4215,Positive
Enemy at the Gates,2001,"Drama, History, War",7.6,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,243729,51401758.0,Average,,,-0.0516,Negative
Minority Report,2002,"Action, Crime, Mystery",7.6,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",508417,132072926.0,Hit,,,-0.8658,Negative
The Hurricane,1999,"Biography, Drama, Sport",7.6,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",91557,50668906.0,Average,,,-0.8271,Negative
American Psycho,2000,"Comedy, Crime, Drama",7.6,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",490062,15070285.0,Average,,,0.0,Neutral
Lola rennt,1998,"Crime, Drama, Thriller",7.6,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",188317,7267585.0,Average,,,0.0,Neutral
The Thin Red Line,1998,"Drama, War",7.6,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",172710,36400491.0,Average,,,-0.5994,Negative
Mulan,1998,"Animation, Adventure, Family",7.6,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",256906,120620254.0,Hit,,,0.743,Positive
Fear and Loathing in Las Vegas,1998,"Adventure, Comedy, Drama",7.6,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,259753,10680275.0,Average,,,0.0,Neutral
Dark City,1998,"Mystery, Sci-Fi, Thriller",7.6,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",187927,14378331.0,Average,,,-0.5719,Negative
Sleepers,1996,"Crime, Drama, Thriller",7.6,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",186734,49100000.0,Average,,,-0.886,Negative
Lost Highway,1997,"Mystery, Thriller",7.6,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",131101,3796699.0,Average,,,-0.6908,Negative
Sense and Sensibility,1995,"Drama, Romance",7.6,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",102598,43182776.0,Average,,,0.128,Positive
Die Hard: With a Vengeance,1995,"Action, Adventure, Thriller",7.6,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",364420,100012499.0,Hit,,,-0.8519,Negative
